field_position_id,surface,message,field_path,charging_relevance,constraint_ids,scenario_ids
FP-0213,T1,SmPolicyDecision,SmPolicyDecision.praInfos.ecgiList.eutraCellId,DEPLOYMENT,T1-R06 | T1-R13,T1-A39
FP-0214,T1,SmPolicyDecision,SmPolicyDecision.praInfos.ecgiList.nid,DEPLOYMENT,T1-R06 | T1-R13,T1-A39
FP-0215,T1,SmPolicyDecision,SmPolicyDecision.praInfos.ncgiList.plmnId.mcc,DEPLOYMENT,T1-R06 | T1-R13,T1-A39
FP-0216,T1,SmPolicyDecision,SmPolicyDecision.praInfos.ncgiList.plmnId.mnc,DEPLOYMENT,T1-R06 | T1-R13,T1-A39
FP-0217,T1,SmPolicyDecision,SmPolicyDecision.praInfos.ncgiList.nrCellId,DEPLOYMENT,T1-R06 | T1-R13,T1-A39
FP-0218,T1,SmPolicyDecision,SmPolicyDecision.praInfos.ncgiList.nid,DEPLOYMENT,T1-R06 | T1-R13,T1-A39
FP-0219,T1,SmPolicyDecision,SmPolicyDecision.praInfos.globalRanNodeIdList.plmnId.mcc,DEPLOYMENT,T1-R06 | T1-R13,T1-A39
FP-0220,T1,SmPolicyDecision,SmPolicyDecision.praInfos.globalRanNodeIdList.plmnId.mnc,DEPLOYMENT,T1-R06 | T1-R13,T1-A39
FP-0221,T1,SmPolicyDecision,SmPolicyDecision.praInfos.globalRanNodeIdList.n3IwfId,DEPLOYMENT,T1-R06 | T1-R13,T1-A39
FP-0222,T1,SmPolicyDecision,SmPolicyDecision.praInfos.globalRanNodeIdList.gNbId.bitLength,DEPLOYMENT,T1-R06 | T1-R13,T1-A39
FP-0223,T1,SmPolicyDecision,SmPolicyDecision.praInfos.globalRanNodeIdList.gNbId.gNBValue,DEPLOYMENT,T1-R06 | T1-R13,T1-A39
FP-0224,T1,SmPolicyDecision,SmPolicyDecision.praInfos.globalRanNodeIdList.ngeNbId,DEPLOYMENT,T1-R06 | T1-R13,T1-A39
FP-0225,T1,SmPolicyDecision,SmPolicyDecision.praInfos.globalRanNodeIdList.wagfId,DEPLOYMENT,T1-R06 | T1-R13,T1-A39
FP-0226,T1,SmPolicyDecision,SmPolicyDecision.praInfos.globalRanNodeIdList.tngfId,DEPLOYMENT,T1-R06 | T1-R13,T1-A39
FP-0227,T1,SmPolicyDecision,SmPolicyDecision.praInfos.globalRanNodeIdList.nid,DEPLOYMENT,T1-R06 | T1-R13,T1-A39
FP-0228,T1,SmPolicyDecision,SmPolicyDecision.praInfos.globalRanNodeIdList.eNbId,DEPLOYMENT,T1-R06 | T1-R13,T1-A39
FP-0229,T1,SmPolicyDecision,SmPolicyDecision.praInfos.globaleNbIdList.plmnId.mcc,DEPLOYMENT,T1-R06 | T1-R13,T1-A39
FP-0230,T1,SmPolicyDecision,SmPolicyDecision.praInfos.globaleNbIdList.plmnId.mnc,DEPLOYMENT,T1-R06 | T1-R13,T1-A39
FP-0231,T1,SmPolicyDecision,SmPolicyDecision.praInfos.globaleNbIdList.n3IwfId,DEPLOYMENT,T1-R06 | T1-R13,T1-A39
FP-0232,T1,SmPolicyDecision,SmPolicyDecision.praInfos.globaleNbIdList.gNbId.bitLength,DEPLOYMENT,T1-R06 | T1-R13,T1-A39
FP-0233,T1,SmPolicyDecision,SmPolicyDecision.praInfos.globaleNbIdList.gNbId.gNBValue,DEPLOYMENT,T1-R06 | T1-R13,T1-A39
FP-0234,T1,SmPolicyDecision,SmPolicyDecision.praInfos.globaleNbIdList.ngeNbId,DEPLOYMENT,T1-R06 | T1-R13,T1-A39
FP-0235,T1,SmPolicyDecision,SmPolicyDecision.praInfos.globaleNbIdList.wagfId,DEPLOYMENT,T1-R06 | T1-R13,T1-A39
FP-0236,T1,SmPolicyDecision,SmPolicyDecision.praInfos.globaleNbIdList.tngfId,DEPLOYMENT,T1-R06 | T1-R13,T1-A39
FP-0237,T1,SmPolicyDecision,SmPolicyDecision.praInfos.globaleNbIdList.nid,DEPLOYMENT,T1-R06 | T1-R13,T1-A39
FP-0238,T1,SmPolicyDecision,SmPolicyDecision.praInfos.globaleNbIdList.eNbId,DEPLOYMENT,T1-R06 | T1-R13,T1-A39
FP-0252,T2,PFCP Session Establishment Request,PFCP Session Establishment Request.PFCP Header.FO,DIRECT,T2-R02 | T2-R16,T2-A02
FP-0256,T2,PFCP Session Establishment Request,PFCP Session Establishment Request.PFCP Header.messageLength,RELATIONAL,T2-R16,T2-A62
FP-0257,T2,PFCP Session Establishment Request,PFCP Session Establishment Request.PFCP Header.seid,DIRECT,T2-R01,T2-A01
FP-0258,T2,PFCP Session Establishment Request,PFCP Session Establishment Request.PFCP Header.sequenceNumber,DIRECT,T2-R02 | T2-R16,T2-A02
FP-0261,T2,PFCP Session Establishment Request,PFCP Session Establishment Request.Node ID.nodeIdType,DIRECT,T2-R03,T2-A03
FP-0262,T2,PFCP Session Establishment Request,PFCP Session Establishment Request.Node ID.ipv4Address,DIRECT,T2-R03,T2-A03
FP-0263,T2,PFCP Session Establishment Request,PFCP Session Establishment Request.Node ID.ipv6Address,DIRECT,T2-R03,T2-A03
FP-0264,T2,PFCP Session Establishment Request,PFCP Session Establishment Request.Node ID.fqdn,DIRECT,T2-R03,T2-A03
FP-0265,T2,PFCP Session Establishment Request,PFCP Session Establishment Request.CP F-SEID.V4,DIRECT,T2-R03 | T2-R16,T2-A03 | T2-A62
FP-0266,T2,PFCP Session Establishment Request,PFCP Session Establishment Request.CP F-SEID.V6,DIRECT,T2-R03 | T2-R16,T2-A03 | T2-A62
FP-0267,T2,PFCP Session Establishment Request,PFCP Session Establishment Request.CP F-SEID.SEID,DIRECT,T2-R03,T2-A03
FP-0268,T2,PFCP Session Establishment Request,PFCP Session Establishment Request.CP F-SEID.ipv4Address,DIRECT,T2-R03,T2-A03
FP-0269,T2,PFCP Session Establishment Request,PFCP Session Establishment Request.CP F-SEID.ipv6Address,DIRECT,T2-R03,T2-A03
FP-0270,T2,PFCP Session Establishment Request,PFCP Session Establishment Request.Create PDR.PDR ID.pdrId,DIRECT,T2-R04 | T2-R05 | T2-R16 | T2-R24,T2-A05 | T2-A06 | T2-A64
FP-0271,T2,PFCP Session Establishment Request,PFCP Session Establishment Request.Create PDR.Precedence.precedence,DIRECT,T2-R05 | T2-R16 | T2-R24,T2-A06 | T2-A17 | T2-A64
FP-0272,T2,PFCP Session Establishment Request,PFCP Session Establishment Request.Create PDR.PDI.Source Interface.interfaceValue,DIRECT,T2-R05 | T2-R16 | T2-R24,T2-A06 | T2-A10 | T2-A64
FP-0273,T2,PFCP Session Establishment Request,PFCP Session Establishment Request.Create PDR.PDI.Source Interface.interfaceType,DIRECT,T2-R05 | T2-R16 | T2-R24,T2-A06 | T2-A10 | T2-A64
FP-0274,T2,PFCP Session Establishment Request,PFCP Session Establishment Request.Create PDR.PDI.Local F-TEID.CHID,DIRECT,T2-R05 | T2-R09 | T2-R16 | T2-R24,T2-A06 | T2-A15 | T2-A62 | T2-A64
FP-0275,T2,PFCP Session Establishment Request,PFCP Session Establishment Request.Create PDR.PDI.Local F-TEID.CH,DIRECT,T2-R05 | T2-R09 | T2-R16 | T2-R24,T2-A06 | T2-A15 | T2-A62 | T2-A64
FP-0276,T2,PFCP Session Establishment Request,PFCP Session Establishment Request.Create PDR.PDI.Local F-TEID.V6,DIRECT,T2-R05 | T2-R09 | T2-R16 | T2-R24,T2-A06 | T2-A15 | T2-A62 | T2-A64
FP-0277,T2,PFCP Session Establishment Request,PFCP Session Establishment Request.Create PDR.PDI.Local F-TEID.V4,DIRECT,T2-R05 | T2-R09 | T2-R16 | T2-R24,T2-A06 | T2-A15 | T2-A62 | T2-A64
FP-0278,T2,PFCP Session Establishment Request,PFCP Session Establishment Request.Create PDR.PDI.Local F-TEID.TEID,DIRECT,T2-R05 | T2-R09 | T2-R16 | T2-R24,T2-A06 | T2-A15 | T2-A64
FP-0279,T2,PFCP Session Establishment Request,PFCP Session Establishment Request.Create PDR.PDI.Local F-TEID.ipv4Address,DIRECT,T2-R05 | T2-R09 | T2-R16 | T2-R24,T2-A06 | T2-A15 | T2-A64
FP-0280,T2,PFCP Session Establishment Request,PFCP Session Establishment Request.Create PDR.PDI.Local F-TEID.ipv6Address,DIRECT,T2-R05 | T2-R09 | T2-R16 | T2-R24,T2-A06 | T2-A15 | T2-A64
FP-0281,T2,PFCP Session Establishment Request,PFCP Session Establishment Request.Create PDR.PDI.Local F-TEID.chooseId,DIRECT,T2-R05 | T2-R09 | T2-R16 | T2-R24,T2-A06 | T2-A15 | T2-A64
FP-0282,T2,PFCP Session Establishment Request,PFCP Session Establishment Request.Create PDR.PDI.Network Instance.length,DIRECT,T2-R05 | T2-R16 | T2-R19 | T2-R24,T2-A06 | T2-A11 | T2-A62 | T2-A64
FP-0283,T2,PFCP Session Establishment Request,PFCP Session Establishment Request.Create PDR.PDI.Network Instance.apnOrDnn,DIRECT,T2-R05 | T2-R16 | T2-R19 | T2-R24,T2-A06 | T2-A11 | T2-A64
FP-0284,T2,PFCP Session Establishment Request,PFCP Session Establishment Request.Create PDR.PDI.Redundant Transmission Detection Parameters.Local F-TEID for Redundant Transmission.CHID,DIRECT,T2-R05 | T2-R09 | T2-R16 | T2-R24,T2-A06 | T2-A15 | T2-A62 | T2-A64
FP-0285,T2,PFCP Session Establishment Request,PFCP Session Establishment Request.Create PDR.PDI.Redundant Transmission Detection Parameters.Local F-TEID for Redundant Transmission.CH,DIRECT,T2-R05 | T2-R09 | T2-R16 | T2-R24,T2-A06 | T2-A15 | T2-A62 | T2-A64
FP-0286,T2,PFCP Session Establishment Request,PFCP Session Establishment Request.Create PDR.PDI.Redundant Transmission Detection Parameters.Local F-TEID for Redundant Transmission.V6,DIRECT,T2-R05 | T2-R09 | T2-R16 | T2-R24,T2-A06 | T2-A15 | T2-A62 | T2-A64
FP-0287,T2,PFCP Session Establishment Request,PFCP Session Establishment Request.Create PDR.PDI.Redundant Transmission Detection Parameters.Local F-TEID for Redundant Transmission.V4,DIRECT,T2-R05 | T2-R09 | T2-R16 | T2-R24,T2-A06 | T2-A15 | T2-A62 | T2-A64
FP-0288,T2,PFCP Session Establishment Request,PFCP Session Establishment Request.Create PDR.PDI.Redundant Transmission Detection Parameters.Local F-TEID for Redundant Transmission.TEID,DIRECT,T2-R05 | T2-R09 | T2-R16 | T2-R24,T2-A06 | T2-A15 | T2-A64
FP-0289,T2,PFCP Session Establishment Request,PFCP Session Establishment Request.Create PDR.PDI.Redundant Transmission Detection Parameters.Local F-TEID for Redundant Transmission.ipv4Address,DIRECT,T2-R05 | T2-R09 | T2-R16 | T2-R24,T2-A06 | T2-A15 | T2-A64
FP-0290,T2,PFCP Session Establishment Request,PFCP Session Establishment Request.Create PDR.PDI.Redundant Transmission Detection Parameters.Local F-TEID for Redundant Transmission.ipv6Address,DIRECT,T2-R05 | T2-R09 | T2-R16 | T2-R24,T2-A06 | T2-A15 | T2-A64
FP-0291,T2,PFCP Session Establishment Request,PFCP Session Establishment Request.Create PDR.PDI.Redundant Transmission Detection Parameters.Local F-TEID for Redundant Transmission.chooseId,DIRECT,T2-R05 | T2-R09 | T2-R16 | T2-R24,T2-A06 | T2-A15 | T2-A64
FP-0292,T2,PFCP Session Establishment Request,PFCP Session Establishment Request.Create PDR.PDI.Redundant Transmission Detection Parameters.Network Instance for Redundant Transmission.length,DIRECT,T2-R05 | T2-R09 | T2-R16 | T2-R24,T2-A06 | T2-A15 | T2-A62 | T2-A64
FP-0293,T2,PFCP Session Establishment Request,PFCP Session Establishment Request.Create PDR.PDI.Redundant Transmission Detection Parameters.Network Instance for Redundant Transmission.apnOrDnn,DIRECT,T2-R05 | T2-R09 | T2-R16 | T2-R24,T2-A06 | T2-A15 | T2-A64
FP-0294,T2,PFCP Session Establishment Request,PFCP Session Establishment Request.Create PDR.PDI.UE IP address.CHV6,DIRECT,T2-R05 | T2-R16 | T2-R19 | T2-R24,T2-A06 | T2-A09 | T2-A64
FP-0295,T2,PFCP Session Establishment Request,PFCP Session Establishment Request.Create PDR.PDI.UE IP address.IPV6D,DIRECT,T2-R05 | T2-R16 | T2-R19 | T2-R24,T2-A06 | T2-A09 | T2-A64
FP-0296,T2,PFCP Session Establishment Request,PFCP Session Establishment Request.Create PDR.PDI.UE IP address.SD,DIRECT,T2-R05 | T2-R16 | T2-R19 | T2-R24,T2-A06 | T2-A09 | T2-A64
FP-0297,T2,PFCP Session Establishment Request,PFCP Session Establishment Request.Create PDR.PDI.UE IP address.V4,DIRECT,T2-R05 | T2-R16 | T2-R19 | T2-R24,T2-A06 | T2-A09 | T2-A62 | T2-A64
FP-0298,T2,PFCP Session Establishment Request,PFCP Session Establishment Request.Create PDR.PDI.UE IP address.V6,DIRECT,T2-R05 | T2-R16 | T2-R19 | T2-R24,T2-A06 | T2-A09 | T2-A62 | T2-A64
FP-0299,T2,PFCP Session Establishment Request,PFCP Session Establishment Request.Create PDR.PDI.UE IP address.ipv4Address,DIRECT,T2-R05 | T2-R16 | T2-R19 | T2-R24,T2-A06 | T2-A09 | T2-A64
FP-0300,T2,PFCP Session Establishment Request,PFCP Session Establishment Request.Create PDR.PDI.UE IP address.ipv6Address,DIRECT,T2-R05 | T2-R16 | T2-R19 | T2-R24,T2-A06 | T2-A09 | T2-A64
FP-0301,T2,PFCP Session Establishment Request,PFCP Session Establishment Request.Create PDR.PDI.UE IP address.ipv6PrefixDelegationBits,DIRECT,T2-R05 | T2-R16 | T2-R19 | T2-R24,T2-A06 | T2-A09 | T2-A64
FP-0302,T2,PFCP Session Establishment Request,PFCP Session Establishment Request.Create PDR.PDI.UE IP address.ipv6PrefixLength,DIRECT,T2-R05 | T2-R16 | T2-R19 | T2-R24,T2-A06 | T2-A09 | T2-A64
FP-0303,T2,PFCP Session Establishment Request,PFCP Session Establishment Request.Create PDR.PDI.Traffic Endpoint ID,DIRECT,T2-R05 | T2-R09 | T2-R16 | T2-R24,T2-A06 | T2-A15 | T2-A64
FP-0304,T2,PFCP Session Establishment Request,PFCP Session Establishment Request.Create PDR.PDI.SDF Filter.BID,DIRECT,T2-R05 | T2-R16 | T2-R24,T2-A06 | T2-A08 | T2-A62 | T2-A64
FP-0305,T2,PFCP Session Establishment Request,PFCP Session Establishment Request.Create PDR.PDI.SDF Filter.FL,DIRECT,T2-R05 | T2-R16 | T2-R24,T2-A06 | T2-A08 | T2-A62 | T2-A64
FP-0306,T2,PFCP Session Establishment Request,PFCP Session Establishment Request.Create PDR.PDI.SDF Filter.SPI,DIRECT,T2-R05 | T2-R16 | T2-R24,T2-A06 | T2-A08 | T2-A62 | T2-A64
FP-0307,T2,PFCP Session Establishment Request,PFCP Session Establishment Request.Create PDR.PDI.SDF Filter.TTC,DIRECT,T2-R05 | T2-R16 | T2-R24,T2-A06 | T2-A08 | T2-A62 | T2-A64
FP-0308,T2,PFCP Session Establishment Request,PFCP Session Establishment Request.Create PDR.PDI.SDF Filter.FD,DIRECT,T2-R05 | T2-R16 | T2-R24,T2-A06 | T2-A08 | T2-A62 | T2-A64
FP-0309,T2,PFCP Session Establishment Request,PFCP Session Establishment Request.Create PDR.PDI.SDF Filter.flowDescriptionLength,DIRECT,T2-R05 | T2-R16 | T2-R24,T2-A06 | T2-A07 | T2-A08 | T2-A64
FP-0310,T2,PFCP Session Establishment Request,PFCP Session Establishment Request.Create PDR.PDI.SDF Filter.flowDescription,DIRECT,T2-R05 | T2-R16 | T2-R24,T2-A06 | T2-A07 | T2-A08 | T2-A64
FP-0311,T2,PFCP Session Establishment Request,PFCP Session Establishment Request.Create PDR.PDI.SDF Filter.tosTrafficClass,DIRECT,T2-R05 | T2-R16 | T2-R24,T2-A06 | T2-A08 | T2-A64
FP-0312,T2,PFCP Session Establishment Request,PFCP Session Establishment Request.Create PDR.PDI.SDF Filter.securityParameterIndex,DIRECT,T2-R05 | T2-R16 | T2-R24,T2-A06 | T2-A08 | T2-A64
FP-0313,T2,PFCP Session Establishment Request,PFCP Session Establishment Request.Create PDR.PDI.SDF Filter.flowLabel,DIRECT,T2-R05 | T2-R16 | T2-R24,T2-A06 | T2-A08 | T2-A64
FP-0314,T2,PFCP Session Establishment Request,PFCP Session Establishment Request.Create PDR.PDI.SDF Filter.sdfFilterId,DIRECT,T2-R05 | T2-R16 | T2-R24,T2-A06 | T2-A08 | T2-A64
FP-0315,T2,PFCP Session Establishment Request,PFCP Session Establishment Request.Create PDR.PDI.Application ID,DIRECT,T2-R05 | T2-R16 | T2-R19 | T2-R24,T2-A06 | T2-A12 | T2-A64
FP-0316,T2,PFCP Session Establishment Request,PFCP Session Establishment Request.Create PDR.PDI.Ethernet PDU Session Information,DIRECT,T2-R05 | T2-R16 | T2-R24,T2-A06 | T2-A64
FP-0317,T2,PFCP Session Establishment Request,PFCP Session Establishment Request.Create PDR.PDI.Ethernet Packet Filter.Ethernet Filter ID,DIRECT,T2-R05 | T2-R16 | T2-R24,T2-A06 | T2-A13 | T2-A64
FP-0318,T2,PFCP Session Establishment Request,PFCP Session Establishment Request.Create PDR.PDI.Ethernet Packet Filter.Ethernet Filter Properties,DIRECT,T2-R05 | T2-R16 | T2-R24,T2-A06 | T2-A13 | T2-A64
FP-0319,T2,PFCP Session Establishment Request,PFCP Session Establishment Request.Create PDR.PDI.Ethernet Packet Filter.MAC address,DIRECT,T2-R05 | T2-R16 | T2-R24,T2-A06 | T2-A13 | T2-A64
FP-0320,T2,PFCP Session Establishment Request,PFCP Session Establishment Request.Create PDR.PDI.Ethernet Packet Filter.Ethertype,DIRECT,T2-R05 | T2-R16 | T2-R24,T2-A06 | T2-A13 | T2-A64
FP-0321,T2,PFCP Session Establishment Request,PFCP Session Establishment Request.Create PDR.PDI.Ethernet Packet Filter.C-TAG,DIRECT,T2-R05 | T2-R16 | T2-R24,T2-A06 | T2-A13 | T2-A64
FP-0322,T2,PFCP Session Establishment Request,PFCP Session Establishment Request.Create PDR.PDI.Ethernet Packet Filter.S-TAG,DIRECT,T2-R05 | T2-R16 | T2-R24,T2-A06 | T2-A13 | T2-A64
FP-0323,T2,PFCP Session Establishment Request,PFCP Session Establishment Request.Create PDR.PDI.Ethernet Packet Filter.SDF Filter.BID,DIRECT,T2-R05 | T2-R16 | T2-R24,T2-A06 | T2-A08 | T2-A13 | T2-A62 | T2-A64
FP-0324,T2,PFCP Session Establishment Request,PFCP Session Establishment Request.Create PDR.PDI.Ethernet Packet Filter.SDF Filter.FL,DIRECT,T2-R05 | T2-R16 | T2-R24,T2-A06 | T2-A08 | T2-A13 | T2-A62 | T2-A64
FP-0325,T2,PFCP Session Establishment Request,PFCP Session Establishment Request.Create PDR.PDI.Ethernet Packet Filter.SDF Filter.SPI,DIRECT,T2-R05 | T2-R16 | T2-R24,T2-A06 | T2-A08 | T2-A13 | T2-A62 | T2-A64
FP-0326,T2,PFCP Session Establishment Request,PFCP Session Establishment Request.Create PDR.PDI.Ethernet Packet Filter.SDF Filter.TTC,DIRECT,T2-R05 | T2-R16 | T2-R24,T2-A06 | T2-A08 | T2-A13 | T2-A62 | T2-A64
FP-0327,T2,PFCP Session Establishment Request,PFCP Session Establishment Request.Create PDR.PDI.Ethernet Packet Filter.SDF Filter.FD,DIRECT,T2-R05 | T2-R16 | T2-R24,T2-A06 | T2-A08 | T2-A13 | T2-A62 | T2-A64
FP-0328,T2,PFCP Session Establishment Request,PFCP Session Establishment Request.Create PDR.PDI.Ethernet Packet Filter.SDF Filter.flowDescriptionLength,DIRECT,T2-R05 | T2-R16 | T2-R24,T2-A06 | T2-A07 | T2-A08 | T2-A13 | T2-A64
FP-0329,T2,PFCP Session Establishment Request,PFCP Session Establishment Request.Create PDR.PDI.Ethernet Packet Filter.SDF Filter.flowDescription,DIRECT,T2-R05 | T2-R16 | T2-R24,T2-A06 | T2-A07 | T2-A08 | T2-A13 | T2-A64
FP-0330,T2,PFCP Session Establishment Request,PFCP Session Establishment Request.Create PDR.PDI.Ethernet Packet Filter.SDF Filter.tosTrafficClass,DIRECT,T2-R05 | T2-R16 | T2-R24,T2-A06 | T2-A08 | T2-A13 | T2-A64
FP-0331,T2,PFCP Session Establishment Request,PFCP Session Establishment Request.Create PDR.PDI.Ethernet Packet Filter.SDF Filter.securityParameterIndex,DIRECT,T2-R05 | T2-R16 | T2-R24,T2-A06 | T2-A08 | T2-A13 | T2-A64
FP-0332,T2,PFCP Session Establishment Request,PFCP Session Establishment Request.Create PDR.PDI.Ethernet Packet Filter.SDF Filter.flowLabel,DIRECT,T2-R05 | T2-R16 | T2-R24,T2-A06 | T2-A08 | T2-A13 | T2-A64
FP-0333,T2,PFCP Session Establishment Request,PFCP Session Establishment Request.Create PDR.PDI.Ethernet Packet Filter.SDF Filter.sdfFilterId,DIRECT,T2-R05 | T2-R16 | T2-R24,T2-A06 | T2-A08 | T2-A13 | T2-A64
FP-0334,T2,PFCP Session Establishment Request,PFCP Session Establishment Request.Create PDR.PDI.QFI,DIRECT,T2-R05 | T2-R08 | T2-R16 | T2-R22 | T2-R24,T2-A06 | T2-A14 | T2-A64
FP-0335,T2,PFCP Session Establishment Request,PFCP Session Establishment Request.Create PDR.PDI.Framed-Route,DIRECT,T2-R05 | T2-R16 | T2-R24,T2-A06 | T2-A16 | T2-A64
FP-0336,T2,PFCP Session Establishment Request,PFCP Session Establishment Request.Create PDR.PDI.Framed-Routing,DIRECT,T2-R05 | T2-R16 | T2-R24,T2-A06 | T2-A16 | T2-A64
FP-0337,T2,PFCP Session Establishment Request,PFCP Session Establishment Request.Create PDR.PDI.Framed-IPv6- Route,DIRECT,T2-R05 | T2-R16 | T2-R24,T2-A06 | T2-A16 | T2-A64
FP-0338,T2,PFCP Session Establishment Request,PFCP Session Establishment Request.Create PDR.PDI.Source Interface Type,DIRECT,T2-R05 | T2-R16 | T2-R24,T2-A06 | T2-A64
FP-0339,T2,PFCP Session Establishment Request,PFCP Session Establishment Request.Create PDR.PDI.IP Multicast Addressing Info.IP Multicast Address,DIRECT,T2-R05 | T2-R16 | T2-R24,T2-A06 | T2-A16 | T2-A64
FP-0340,T2,PFCP Session Establishment Request,PFCP Session Establishment Request.Create PDR.PDI.IP Multicast Addressing Info.Source IP Address,DIRECT,T2-R05 | T2-R16 | T2-R24,T2-A06 | T2-A16 | T2-A64
FP-0341,T2,PFCP Session Establishment Request,PFCP Session Establishment Request.Create PDR.PDI.DNS Query Filter,DIRECT,T2-R05 | T2-R16 | T2-R24,T2-A06 | T2-A16 | T2-A64
FP-0342,T2,PFCP Session Establishment Request,PFCP Session Establishment Request.Create PDR.PDI.MBS Session Identifier,DIRECT,T2-R05 | T2-R09 | T2-R16 | T2-R19 | T2-R24,T2-A06 | T2-A61 | T2-A64
FP-0343,T2,PFCP Session Establishment Request,PFCP Session Establishment Request.Create PDR.PDI.Area Session ID,DIRECT,T2-R05 | T2-R09 | T2-R16 | T2-R19 | T2-R24,T2-A06 | T2-A61 | T2-A64
FP-0344,T2,PFCP Session Establishment Request,PFCP Session Establishment Request.Create PDR.Outer Header Removal,DIRECT,T2-R05 | T2-R16 | T2-R21 | T2-R24,T2-A06 | T2-A20 | T2-A64
FP-0345,T2,PFCP Session Establishment Request,PFCP Session Establishment Request.Create PDR.FAR ID.farId,DIRECT,T2-R05 | T2-R06 | T2-R16 | T2-R21 | T2-R24,T2-A06 | T2-A21 | T2-A64
FP-0346,T2,PFCP Session Establishment Request,PFCP Session Establishment Request.Create PDR.URR ID.urrId,DIRECT,T2-R05 | T2-R07 | T2-R10 | T2-R16 | T2-R24,T2-A06 | T2-A22 | T2-A25 | T2-A64
FP-0347,T2,PFCP Session Establishment Request,PFCP Session Establishment Request.Create PDR.QER ID.qerId,DIRECT,T2-R05 | T2-R16 | T2-R24,T2-A06 | T2-A64
FP-0348,T2,PFCP Session Establishment Request,PFCP Session Establishment Request.Create PDR.Activate Predefined Rules,DIRECT,T2-R05 | T2-R16 | T2-R24,T2-A06 | T2-A19 | T2-A64
FP-0349,T2,PFCP Session Establishment Request,PFCP Session Establishment Request.Create PDR.Activation Time,DIRECT,T2-R05 | T2-R16 | T2-R23 | T2-R24,T2-A06 | T2-A18 | T2-A64
FP-0350,T2,PFCP Session Establishment Request,PFCP Session Establishment Request.Create PDR.Deactivation Time,DIRECT,T2-R05 | T2-R16 | T2-R23 | T2-R24,T2-A06 | T2-A18 | T2-A64
FP-0351,T2,PFCP Session Establishment Request,PFCP Session Establishment Request.Create PDR.MAR ID.marId,DIRECT,T2-R05 | T2-R16 | T2-R24,T2-A06 | T2-A64
FP-0352,T2,PFCP Session Establishment Request,PFCP Session Establishment Request.Create PDR.Packet Replication and Detection Carry-On Information,DIRECT,T2-R05 | T2-R09 | T2-R16 | T2-R21 | T2-R24,T2-A06 | T2-A60 | T2-A64
FP-0353,T2,PFCP Session Establishment Request,PFCP Session Establishment Request.Create PDR.IP Multicast Addressing Info.IP Multicast Address,DIRECT,T2-R05 | T2-R09 | T2-R16 | T2-R21 | T2-R24,T2-A06 | T2-A60 | T2-A64
FP-0354,T2,PFCP Session Establishment Request,PFCP Session Establishment Request.Create PDR.IP Multicast Addressing Info.Source IP Address,DIRECT,T2-R05 | T2-R09 | T2-R16 | T2-R21 | T2-R24,T2-A06 | T2-A60 | T2-A64
FP-0355,T2,PFCP Session Establishment Request,PFCP Session Establishment Request.Create PDR.UE IP address Pool Identity,DIRECT,T2-R05 | T2-R16 | T2-R24,T2-A06 | T2-A64
FP-0356,T2,PFCP Session Establishment Request,PFCP Session Establishment Request.Create PDR.MPTCP Applicable Indication,DIRECT,T2-R05 | T2-R16 | T2-R24,T2-A06 | T2-A64
FP-0357,T2,PFCP Session Establishment Request,PFCP Session Establishment Request.Create PDR.Transport Delay Reporting.Preceding UL GTP-U Peer,DIRECT,T2-R05 | T2-R09 | T2-R16 | T2-R21 | T2-R24,T2-A06 | T2-A60 | T2-A64
FP-0358,T2,PFCP Session Establishment Request,PFCP Session Establishment Request.Create PDR.Transport Delay Reporting.DSCP,DIRECT,T2-R05 | T2-R09 | T2-R16 | T2-R21 | T2-R24,T2-A06 | T2-A60 | T2-A64
FP-0359,T2,PFCP Session Establishment Request,PFCP Session Establishment Request.Create PDR.RAT Type,DIRECT,T2-R05 | T2-R16 | T2-R19 | T2-R24,T2-A06 | T2-A53 | T2-A64
FP-0360,T2,PFCP Session Establishment Request,PFCP Session Establishment Request.Create FAR.FAR ID.farId,RELATIONAL,T2-R06 | T2-R16 | T2-R21 | T2-R24,T2-A21 | T2-A57 | T2-A64
FP-0361,T2,PFCP Session Establishment Request,PFCP Session Establishment Request.Create FAR.Apply Action.DROP,DEPLOYMENT,T2-R16 | T2-R21 | T2-R24,T2-A54 | T2-A64
FP-0362,T2,PFCP Session Establishment Request,PFCP Session Establishment Request.Create FAR.Apply Action.FORW,DEPLOYMENT,T2-R16 | T2-R21 | T2-R24,T2-A54 | T2-A64
FP-0363,T2,PFCP Session Establishment Request,PFCP Session Establishment Request.Create FAR.Apply Action.BUFF,RELATIONAL,T2-R16 | T2-R24,T2-A64
FP-0364,T2,PFCP Session Establishment Request,PFCP Session Establishment Request.Create FAR.Apply Action.NOCP,RELATIONAL,T2-R16 | T2-R24,T2-A64
FP-0365,T2,PFCP Session Establishment Request,PFCP Session Establishment Request.Create FAR.Apply Action.DUPL,DEPLOYMENT,T2-R16 | T2-R21 | T2-R24,T2-A55 | T2-A64
FP-0366,T2,PFCP Session Establishment Request,PFCP Session Establishment Request.Create FAR.Apply Action.IPMA,RELATIONAL,T2-R16 | T2-R24,T2-A64
FP-0367,T2,PFCP Session Establishment Request,PFCP Session Establishment Request.Create FAR.Apply Action.IPMD,RELATIONAL,T2-R16 | T2-R24,T2-A64
