field_position_id,surface,message,field_path,charging_relevance,constraint_ids,scenario_ids
FP-1457,T4-Nchf,Nchf ChargingDataRequest,ChargingDataRequest (LBO/PDU-session applicability projection).pDUSessionChargingInformation.sMFHomeProvidedChargingId,RELATIONAL,T4N-R24,T4N-A03
FP-1458,T4-Nchf,Nchf ChargingDataRequest,ChargingDataRequest (LBO/PDU-session applicability projection).pDUSessionChargingInformation.userInformation.servedGPSI,DIRECT,T4N-R15,T4N-A53
FP-1459,T4-Nchf,Nchf ChargingDataRequest,ChargingDataRequest (LBO/PDU-session applicability projection).pDUSessionChargingInformation.userInformation.servedPEI,DIRECT,T4N-R15,T4N-A53
FP-1460,T4-Nchf,Nchf ChargingDataRequest,ChargingDataRequest (LBO/PDU-session applicability projection).pDUSessionChargingInformation.userInformation.unauthenticatedFlag,DEPLOYMENT,T4N-R15,T4N-A54
FP-1461,T4-Nchf,Nchf ChargingDataRequest,ChargingDataRequest (LBO/PDU-session applicability projection).pDUSessionChargingInformation.userInformation.roamerInOut,DEPLOYMENT,T4N-R15,T4N-A54
FP-1462,T4-Nchf,Nchf ChargingDataRequest,ChargingDataRequest (LBO/PDU-session applicability projection).pDUSessionChargingInformation.userLocationinfo.eutraLocation.tai.plmnId.mcc,DEPLOYMENT,T4N-R16 | T4N-R21,T4N-A55 | T4N-A70
FP-1463,T4-Nchf,Nchf ChargingDataRequest,ChargingDataRequest (LBO/PDU-session applicability projection).pDUSessionChargingInformation.userLocationinfo.eutraLocation.tai.plmnId.mnc,DEPLOYMENT,T4N-R16 | T4N-R21,T4N-A55 | T4N-A70
FP-1464,T4-Nchf,Nchf ChargingDataRequest,ChargingDataRequest (LBO/PDU-session applicability projection).pDUSessionChargingInformation.userLocationinfo.eutraLocation.tai.tac,DEPLOYMENT,T4N-R16 | T4N-R21,T4N-A55 | T4N-A70
FP-1465,T4-Nchf,Nchf ChargingDataRequest,ChargingDataRequest (LBO/PDU-session applicability projection).pDUSessionChargingInformation.userLocationinfo.eutraLocation.tai.nid,DEPLOYMENT,T4N-R16 | T4N-R21,T4N-A55 | T4N-A70
FP-1466,T4-Nchf,Nchf ChargingDataRequest,ChargingDataRequest (LBO/PDU-session applicability projection).pDUSessionChargingInformation.userLocationinfo.eutraLocation.ignoreTai,DEPLOYMENT,T4N-R16 | T4N-R21,T4N-A55 | T4N-A70
FP-1467,T4-Nchf,Nchf ChargingDataRequest,ChargingDataRequest (LBO/PDU-session applicability projection).pDUSessionChargingInformation.userLocationinfo.eutraLocation.ecgi.plmnId.mcc,DEPLOYMENT,T4N-R16 | T4N-R21,T4N-A55 | T4N-A70
FP-1468,T4-Nchf,Nchf ChargingDataRequest,ChargingDataRequest (LBO/PDU-session applicability projection).pDUSessionChargingInformation.userLocationinfo.eutraLocation.ecgi.plmnId.mnc,DEPLOYMENT,T4N-R16 | T4N-R21,T4N-A55 | T4N-A70
FP-1469,T4-Nchf,Nchf ChargingDataRequest,ChargingDataRequest (LBO/PDU-session applicability projection).pDUSessionChargingInformation.userLocationinfo.eutraLocation.ecgi.eutraCellId,DEPLOYMENT,T4N-R16 | T4N-R21,T4N-A55 | T4N-A70
FP-1470,T4-Nchf,Nchf ChargingDataRequest,ChargingDataRequest (LBO/PDU-session applicability projection).pDUSessionChargingInformation.userLocationinfo.eutraLocation.ecgi.nid,DEPLOYMENT,T4N-R16 | T4N-R21,T4N-A55 | T4N-A70
FP-1471,T4-Nchf,Nchf ChargingDataRequest,ChargingDataRequest (LBO/PDU-session applicability projection).pDUSessionChargingInformation.userLocationinfo.eutraLocation.ignoreEcgi,DEPLOYMENT,T4N-R16 | T4N-R21,T4N-A55 | T4N-A70
FP-1472,T4-Nchf,Nchf ChargingDataRequest,ChargingDataRequest (LBO/PDU-session applicability projection).pDUSessionChargingInformation.userLocationinfo.eutraLocation.ageOfLocationInformation,DEPLOYMENT,T4N-R16 | T4N-R21,T4N-A55 | T4N-A56 | T4N-A70
FP-1473,T4-Nchf,Nchf ChargingDataRequest,ChargingDataRequest (LBO/PDU-session applicability projection).pDUSessionChargingInformation.userLocationinfo.eutraLocation.ueLocationTimestamp,DEPLOYMENT,T4N-R16 | T4N-R21,T4N-A55 | T4N-A56 | T4N-A70
FP-1474,T4-Nchf,Nchf ChargingDataRequest,ChargingDataRequest (LBO/PDU-session applicability projection).pDUSessionChargingInformation.userLocationinfo.eutraLocation.geographicalInformation,DEPLOYMENT,T4N-R16 | T4N-R21,T4N-A55 | T4N-A70
FP-1475,T4-Nchf,Nchf ChargingDataRequest,ChargingDataRequest (LBO/PDU-session applicability projection).pDUSessionChargingInformation.userLocationinfo.eutraLocation.geodeticInformation,DEPLOYMENT,T4N-R16 | T4N-R21,T4N-A55 | T4N-A70
FP-1476,T4-Nchf,Nchf ChargingDataRequest,ChargingDataRequest (LBO/PDU-session applicability projection).pDUSessionChargingInformation.userLocationinfo.eutraLocation.globalNgenbId.plmnId.mcc,DEPLOYMENT,T4N-R16 | T4N-R21,T4N-A55 | T4N-A70
FP-1477,T4-Nchf,Nchf ChargingDataRequest,ChargingDataRequest (LBO/PDU-session applicability projection).pDUSessionChargingInformation.userLocationinfo.eutraLocation.globalNgenbId.plmnId.mnc,DEPLOYMENT,T4N-R16 | T4N-R21,T4N-A55 | T4N-A70
FP-1478,T4-Nchf,Nchf ChargingDataRequest,ChargingDataRequest (LBO/PDU-session applicability projection).pDUSessionChargingInformation.userLocationinfo.eutraLocation.globalNgenbId.n3IwfId,DEPLOYMENT,T4N-R16 | T4N-R21,T4N-A55 | T4N-A70
FP-1479,T4-Nchf,Nchf ChargingDataRequest,ChargingDataRequest (LBO/PDU-session applicability projection).pDUSessionChargingInformation.userLocationinfo.eutraLocation.globalNgenbId.gNbId.bitLength,DEPLOYMENT,T4N-R16 | T4N-R21,T4N-A55 | T4N-A70
FP-1480,T4-Nchf,Nchf ChargingDataRequest,ChargingDataRequest (LBO/PDU-session applicability projection).pDUSessionChargingInformation.userLocationinfo.eutraLocation.globalNgenbId.gNbId.gNBValue,DEPLOYMENT,T4N-R16 | T4N-R21,T4N-A55 | T4N-A70
FP-1481,T4-Nchf,Nchf ChargingDataRequest,ChargingDataRequest (LBO/PDU-session applicability projection).pDUSessionChargingInformation.userLocationinfo.eutraLocation.globalNgenbId.ngeNbId,DEPLOYMENT,T4N-R16 | T4N-R21,T4N-A55 | T4N-A70
FP-1482,T4-Nchf,Nchf ChargingDataRequest,ChargingDataRequest (LBO/PDU-session applicability projection).pDUSessionChargingInformation.userLocationinfo.eutraLocation.globalNgenbId.wagfId,DEPLOYMENT,T4N-R16 | T4N-R21,T4N-A55 | T4N-A70
FP-1483,T4-Nchf,Nchf ChargingDataRequest,ChargingDataRequest (LBO/PDU-session applicability projection).pDUSessionChargingInformation.userLocationinfo.eutraLocation.globalNgenbId.tngfId,DEPLOYMENT,T4N-R16 | T4N-R21,T4N-A55 | T4N-A70
FP-1484,T4-Nchf,Nchf ChargingDataRequest,ChargingDataRequest (LBO/PDU-session applicability projection).pDUSessionChargingInformation.userLocationinfo.eutraLocation.globalNgenbId.nid,DEPLOYMENT,T4N-R16 | T4N-R21,T4N-A55 | T4N-A70
FP-1485,T4-Nchf,Nchf ChargingDataRequest,ChargingDataRequest (LBO/PDU-session applicability projection).pDUSessionChargingInformation.userLocationinfo.eutraLocation.globalNgenbId.eNbId,DEPLOYMENT,T4N-R16 | T4N-R21,T4N-A55 | T4N-A70
FP-1486,T4-Nchf,Nchf ChargingDataRequest,ChargingDataRequest (LBO/PDU-session applicability projection).pDUSessionChargingInformation.userLocationinfo.eutraLocation.globalENbId.plmnId.mcc,DEPLOYMENT,T4N-R16 | T4N-R21,T4N-A55 | T4N-A70
FP-1487,T4-Nchf,Nchf ChargingDataRequest,ChargingDataRequest (LBO/PDU-session applicability projection).pDUSessionChargingInformation.userLocationinfo.eutraLocation.globalENbId.plmnId.mnc,DEPLOYMENT,T4N-R16 | T4N-R21,T4N-A55 | T4N-A70
FP-1488,T4-Nchf,Nchf ChargingDataRequest,ChargingDataRequest (LBO/PDU-session applicability projection).pDUSessionChargingInformation.userLocationinfo.eutraLocation.globalENbId.n3IwfId,DEPLOYMENT,T4N-R16 | T4N-R21,T4N-A55 | T4N-A70
FP-1489,T4-Nchf,Nchf ChargingDataRequest,ChargingDataRequest (LBO/PDU-session applicability projection).pDUSessionChargingInformation.userLocationinfo.eutraLocation.globalENbId.gNbId.bitLength,DEPLOYMENT,T4N-R16 | T4N-R21,T4N-A55 | T4N-A70
FP-1490,T4-Nchf,Nchf ChargingDataRequest,ChargingDataRequest (LBO/PDU-session applicability projection).pDUSessionChargingInformation.userLocationinfo.eutraLocation.globalENbId.gNbId.gNBValue,DEPLOYMENT,T4N-R16 | T4N-R21,T4N-A55 | T4N-A70
FP-1491,T4-Nchf,Nchf ChargingDataRequest,ChargingDataRequest (LBO/PDU-session applicability projection).pDUSessionChargingInformation.userLocationinfo.eutraLocation.globalENbId.ngeNbId,DEPLOYMENT,T4N-R16 | T4N-R21,T4N-A55 | T4N-A70
FP-1492,T4-Nchf,Nchf ChargingDataRequest,ChargingDataRequest (LBO/PDU-session applicability projection).pDUSessionChargingInformation.userLocationinfo.eutraLocation.globalENbId.wagfId,DEPLOYMENT,T4N-R16 | T4N-R21,T4N-A55 | T4N-A70
FP-1493,T4-Nchf,Nchf ChargingDataRequest,ChargingDataRequest (LBO/PDU-session applicability projection).pDUSessionChargingInformation.userLocationinfo.eutraLocation.globalENbId.tngfId,DEPLOYMENT,T4N-R16 | T4N-R21,T4N-A55 | T4N-A70
FP-1494,T4-Nchf,Nchf ChargingDataRequest,ChargingDataRequest (LBO/PDU-session applicability projection).pDUSessionChargingInformation.userLocationinfo.eutraLocation.globalENbId.nid,DEPLOYMENT,T4N-R16 | T4N-R21,T4N-A55 | T4N-A70
FP-1495,T4-Nchf,Nchf ChargingDataRequest,ChargingDataRequest (LBO/PDU-session applicability projection).pDUSessionChargingInformation.userLocationinfo.eutraLocation.globalENbId.eNbId,DEPLOYMENT,T4N-R16 | T4N-R21,T4N-A55 | T4N-A70
FP-1496,T4-Nchf,Nchf ChargingDataRequest,ChargingDataRequest (LBO/PDU-session applicability projection).pDUSessionChargingInformation.userLocationinfo.nrLocation.tai.plmnId.mcc,DEPLOYMENT,T4N-R16 | T4N-R21,T4N-A55 | T4N-A70
FP-1497,T4-Nchf,Nchf ChargingDataRequest,ChargingDataRequest (LBO/PDU-session applicability projection).pDUSessionChargingInformation.userLocationinfo.nrLocation.tai.plmnId.mnc,DEPLOYMENT,T4N-R16 | T4N-R21,T4N-A55 | T4N-A70
FP-1498,T4-Nchf,Nchf ChargingDataRequest,ChargingDataRequest (LBO/PDU-session applicability projection).pDUSessionChargingInformation.userLocationinfo.nrLocation.tai.tac,DEPLOYMENT,T4N-R16 | T4N-R21,T4N-A55 | T4N-A70
FP-1499,T4-Nchf,Nchf ChargingDataRequest,ChargingDataRequest (LBO/PDU-session applicability projection).pDUSessionChargingInformation.userLocationinfo.nrLocation.tai.nid,DEPLOYMENT,T4N-R16 | T4N-R21,T4N-A55 | T4N-A70
FP-1500,T4-Nchf,Nchf ChargingDataRequest,ChargingDataRequest (LBO/PDU-session applicability projection).pDUSessionChargingInformation.userLocationinfo.nrLocation.ncgi.plmnId.mcc,DEPLOYMENT,T4N-R16 | T4N-R21,T4N-A55 | T4N-A70
FP-1501,T4-Nchf,Nchf ChargingDataRequest,ChargingDataRequest (LBO/PDU-session applicability projection).pDUSessionChargingInformation.userLocationinfo.nrLocation.ncgi.plmnId.mnc,DEPLOYMENT,T4N-R16 | T4N-R21,T4N-A55 | T4N-A70
FP-1502,T4-Nchf,Nchf ChargingDataRequest,ChargingDataRequest (LBO/PDU-session applicability projection).pDUSessionChargingInformation.userLocationinfo.nrLocation.ncgi.nrCellId,DEPLOYMENT,T4N-R16 | T4N-R21,T4N-A55 | T4N-A70
FP-1503,T4-Nchf,Nchf ChargingDataRequest,ChargingDataRequest (LBO/PDU-session applicability projection).pDUSessionChargingInformation.userLocationinfo.nrLocation.ncgi.nid,DEPLOYMENT,T4N-R16 | T4N-R21,T4N-A55 | T4N-A70
FP-1504,T4-Nchf,Nchf ChargingDataRequest,ChargingDataRequest (LBO/PDU-session applicability projection).pDUSessionChargingInformation.userLocationinfo.nrLocation.ignoreNcgi,DEPLOYMENT,T4N-R16 | T4N-R21,T4N-A55 | T4N-A70
FP-1505,T4-Nchf,Nchf ChargingDataRequest,ChargingDataRequest (LBO/PDU-session applicability projection).pDUSessionChargingInformation.userLocationinfo.nrLocation.ageOfLocationInformation,DEPLOYMENT,T4N-R16 | T4N-R21,T4N-A55 | T4N-A56 | T4N-A70
FP-1506,T4-Nchf,Nchf ChargingDataRequest,ChargingDataRequest (LBO/PDU-session applicability projection).pDUSessionChargingInformation.userLocationinfo.nrLocation.ueLocationTimestamp,DEPLOYMENT,T4N-R16 | T4N-R21,T4N-A55 | T4N-A56 | T4N-A70
FP-1507,T4-Nchf,Nchf ChargingDataRequest,ChargingDataRequest (LBO/PDU-session applicability projection).pDUSessionChargingInformation.userLocationinfo.nrLocation.geographicalInformation,DEPLOYMENT,T4N-R16 | T4N-R21,T4N-A55 | T4N-A70
FP-1508,T4-Nchf,Nchf ChargingDataRequest,ChargingDataRequest (LBO/PDU-session applicability projection).pDUSessionChargingInformation.userLocationinfo.nrLocation.geodeticInformation,DEPLOYMENT,T4N-R16 | T4N-R21,T4N-A55 | T4N-A70
FP-1509,T4-Nchf,Nchf ChargingDataRequest,ChargingDataRequest (LBO/PDU-session applicability projection).pDUSessionChargingInformation.userLocationinfo.nrLocation.globalGnbId.plmnId.mcc,DEPLOYMENT,T4N-R16 | T4N-R21,T4N-A55 | T4N-A70
FP-1510,T4-Nchf,Nchf ChargingDataRequest,ChargingDataRequest (LBO/PDU-session applicability projection).pDUSessionChargingInformation.userLocationinfo.nrLocation.globalGnbId.plmnId.mnc,DEPLOYMENT,T4N-R16 | T4N-R21,T4N-A55 | T4N-A70
FP-1511,T4-Nchf,Nchf ChargingDataRequest,ChargingDataRequest (LBO/PDU-session applicability projection).pDUSessionChargingInformation.userLocationinfo.nrLocation.globalGnbId.n3IwfId,DEPLOYMENT,T4N-R16 | T4N-R21,T4N-A55 | T4N-A70
FP-1512,T4-Nchf,Nchf ChargingDataRequest,ChargingDataRequest (LBO/PDU-session applicability projection).pDUSessionChargingInformation.userLocationinfo.nrLocation.globalGnbId.gNbId.bitLength,DEPLOYMENT,T4N-R16 | T4N-R21,T4N-A55 | T4N-A70
FP-1513,T4-Nchf,Nchf ChargingDataRequest,ChargingDataRequest (LBO/PDU-session applicability projection).pDUSessionChargingInformation.userLocationinfo.nrLocation.globalGnbId.gNbId.gNBValue,DEPLOYMENT,T4N-R16 | T4N-R21,T4N-A55 | T4N-A70
FP-1514,T4-Nchf,Nchf ChargingDataRequest,ChargingDataRequest (LBO/PDU-session applicability projection).pDUSessionChargingInformation.userLocationinfo.nrLocation.globalGnbId.ngeNbId,DEPLOYMENT,T4N-R16 | T4N-R21,T4N-A55 | T4N-A70
FP-1515,T4-Nchf,Nchf ChargingDataRequest,ChargingDataRequest (LBO/PDU-session applicability projection).pDUSessionChargingInformation.userLocationinfo.nrLocation.globalGnbId.wagfId,DEPLOYMENT,T4N-R16 | T4N-R21,T4N-A55 | T4N-A70
FP-1516,T4-Nchf,Nchf ChargingDataRequest,ChargingDataRequest (LBO/PDU-session applicability projection).pDUSessionChargingInformation.userLocationinfo.nrLocation.globalGnbId.tngfId,DEPLOYMENT,T4N-R16 | T4N-R21,T4N-A55 | T4N-A70
FP-1517,T4-Nchf,Nchf ChargingDataRequest,ChargingDataRequest (LBO/PDU-session applicability projection).pDUSessionChargingInformation.userLocationinfo.nrLocation.globalGnbId.nid,DEPLOYMENT,T4N-R16 | T4N-R21,T4N-A55 | T4N-A70
FP-1518,T4-Nchf,Nchf ChargingDataRequest,ChargingDataRequest (LBO/PDU-session applicability projection).pDUSessionChargingInformation.userLocationinfo.nrLocation.globalGnbId.eNbId,DEPLOYMENT,T4N-R16 | T4N-R21,T4N-A55 | T4N-A70
FP-1519,T4-Nchf,Nchf ChargingDataRequest,ChargingDataRequest (LBO/PDU-session applicability projection).pDUSessionChargingInformation.userLocationinfo.n3gaLocation.n3gppTai.plmnId.mcc,DEPLOYMENT,T4N-R16 | T4N-R21,T4N-A55 | T4N-A70
FP-1520,T4-Nchf,Nchf ChargingDataRequest,ChargingDataRequest (LBO/PDU-session applicability projection).pDUSessionChargingInformation.userLocationinfo.n3gaLocation.n3gppTai.plmnId.mnc,DEPLOYMENT,T4N-R16 | T4N-R21,T4N-A55 | T4N-A70
FP-1521,T4-Nchf,Nchf ChargingDataRequest,ChargingDataRequest (LBO/PDU-session applicability projection).pDUSessionChargingInformation.userLocationinfo.n3gaLocation.n3gppTai.tac,DEPLOYMENT,T4N-R16 | T4N-R21,T4N-A55 | T4N-A70
FP-1522,T4-Nchf,Nchf ChargingDataRequest,ChargingDataRequest (LBO/PDU-session applicability projection).pDUSessionChargingInformation.userLocationinfo.n3gaLocation.n3gppTai.nid,DEPLOYMENT,T4N-R16 | T4N-R21,T4N-A55 | T4N-A70
FP-1523,T4-Nchf,Nchf ChargingDataRequest,ChargingDataRequest (LBO/PDU-session applicability projection).pDUSessionChargingInformation.userLocationinfo.n3gaLocation.n3IwfId,DEPLOYMENT,T4N-R16 | T4N-R21,T4N-A55 | T4N-A70
FP-1524,T4-Nchf,Nchf ChargingDataRequest,ChargingDataRequest (LBO/PDU-session applicability projection).pDUSessionChargingInformation.userLocationinfo.n3gaLocation.ueIpv4Addr,DEPLOYMENT,T4N-R16 | T4N-R21,T4N-A55 | T4N-A70
FP-1525,T4-Nchf,Nchf ChargingDataRequest,ChargingDataRequest (LBO/PDU-session applicability projection).pDUSessionChargingInformation.userLocationinfo.n3gaLocation.ueIpv6Addr,DEPLOYMENT,T4N-R16 | T4N-R21,T4N-A55 | T4N-A70
FP-1526,T4-Nchf,Nchf ChargingDataRequest,ChargingDataRequest (LBO/PDU-session applicability projection).pDUSessionChargingInformation.userLocationinfo.n3gaLocation.portNumber,DEPLOYMENT,T4N-R16 | T4N-R21,T4N-A55 | T4N-A70
FP-1527,T4-Nchf,Nchf ChargingDataRequest,ChargingDataRequest (LBO/PDU-session applicability projection).pDUSessionChargingInformation.userLocationinfo.n3gaLocation.protocol,DEPLOYMENT,T4N-R16 | T4N-R21,T4N-A55 | T4N-A70
FP-1528,T4-Nchf,Nchf ChargingDataRequest,ChargingDataRequest (LBO/PDU-session applicability projection).pDUSessionChargingInformation.userLocationinfo.n3gaLocation.tnapId.ssId,DEPLOYMENT,T4N-R16 | T4N-R21,T4N-A55 | T4N-A70
FP-1529,T4-Nchf,Nchf ChargingDataRequest,ChargingDataRequest (LBO/PDU-session applicability projection).pDUSessionChargingInformation.userLocationinfo.n3gaLocation.tnapId.bssId,DEPLOYMENT,T4N-R16 | T4N-R21,T4N-A55 | T4N-A70
FP-1530,T4-Nchf,Nchf ChargingDataRequest,ChargingDataRequest (LBO/PDU-session applicability projection).pDUSessionChargingInformation.userLocationinfo.n3gaLocation.tnapId.civicAddress,DEPLOYMENT,T4N-R16 | T4N-R21,T4N-A55 | T4N-A70
FP-1531,T4-Nchf,Nchf ChargingDataRequest,ChargingDataRequest (LBO/PDU-session applicability projection).pDUSessionChargingInformation.userLocationinfo.n3gaLocation.twapId.ssId,DEPLOYMENT,T4N-R16 | T4N-R21,T4N-A55 | T4N-A70
FP-1532,T4-Nchf,Nchf ChargingDataRequest,ChargingDataRequest (LBO/PDU-session applicability projection).pDUSessionChargingInformation.userLocationinfo.n3gaLocation.twapId.bssId,DEPLOYMENT,T4N-R16 | T4N-R21,T4N-A55 | T4N-A70
FP-1533,T4-Nchf,Nchf ChargingDataRequest,ChargingDataRequest (LBO/PDU-session applicability projection).pDUSessionChargingInformation.userLocationinfo.n3gaLocation.twapId.civicAddress,DEPLOYMENT,T4N-R16 | T4N-R21,T4N-A55 | T4N-A70
FP-1534,T4-Nchf,Nchf ChargingDataRequest,ChargingDataRequest (LBO/PDU-session applicability projection).pDUSessionChargingInformation.userLocationinfo.n3gaLocation.hfcNodeId.hfcNId,DEPLOYMENT,T4N-R16 | T4N-R21,T4N-A55 | T4N-A70
FP-1535,T4-Nchf,Nchf ChargingDataRequest,ChargingDataRequest (LBO/PDU-session applicability projection).pDUSessionChargingInformation.userLocationinfo.n3gaLocation.gli,DEPLOYMENT,T4N-R16 | T4N-R21,T4N-A55 | T4N-A70
FP-1536,T4-Nchf,Nchf ChargingDataRequest,ChargingDataRequest (LBO/PDU-session applicability projection).pDUSessionChargingInformation.userLocationinfo.n3gaLocation.w5gbanLineType,DEPLOYMENT,T4N-R16 | T4N-R21,T4N-A55 | T4N-A70
FP-1537,T4-Nchf,Nchf ChargingDataRequest,ChargingDataRequest (LBO/PDU-session applicability projection).pDUSessionChargingInformation.userLocationinfo.n3gaLocation.gci,DEPLOYMENT,T4N-R16 | T4N-R21,T4N-A55 | T4N-A70
FP-1538,T4-Nchf,Nchf ChargingDataRequest,ChargingDataRequest (LBO/PDU-session applicability projection).pDUSessionChargingInformation.userLocationinfo.utraLocation.cgi.plmnId.mcc,DEPLOYMENT,T4N-R16 | T4N-R21,T4N-A55 | T4N-A70
FP-1539,T4-Nchf,Nchf ChargingDataRequest,ChargingDataRequest (LBO/PDU-session applicability projection).pDUSessionChargingInformation.userLocationinfo.utraLocation.cgi.plmnId.mnc,DEPLOYMENT,T4N-R16 | T4N-R21,T4N-A55 | T4N-A70
FP-1540,T4-Nchf,Nchf ChargingDataRequest,ChargingDataRequest (LBO/PDU-session applicability projection).pDUSessionChargingInformation.userLocationinfo.utraLocation.cgi.lac,DEPLOYMENT,T4N-R16 | T4N-R21,T4N-A55 | T4N-A70
FP-1541,T4-Nchf,Nchf ChargingDataRequest,ChargingDataRequest (LBO/PDU-session applicability projection).pDUSessionChargingInformation.userLocationinfo.utraLocation.cgi.cellId,DEPLOYMENT,T4N-R16 | T4N-R21,T4N-A55 | T4N-A70
FP-1542,T4-Nchf,Nchf ChargingDataRequest,ChargingDataRequest (LBO/PDU-session applicability projection).pDUSessionChargingInformation.userLocationinfo.utraLocation.sai.plmnId.mcc,DEPLOYMENT,T4N-R16 | T4N-R21,T4N-A55 | T4N-A70
FP-1543,T4-Nchf,Nchf ChargingDataRequest,ChargingDataRequest (LBO/PDU-session applicability projection).pDUSessionChargingInformation.userLocationinfo.utraLocation.sai.plmnId.mnc,DEPLOYMENT,T4N-R16 | T4N-R21,T4N-A55 | T4N-A70
FP-1544,T4-Nchf,Nchf ChargingDataRequest,ChargingDataRequest (LBO/PDU-session applicability projection).pDUSessionChargingInformation.userLocationinfo.utraLocation.sai.lac,DEPLOYMENT,T4N-R16 | T4N-R21,T4N-A55 | T4N-A70
FP-1545,T4-Nchf,Nchf ChargingDataRequest,ChargingDataRequest (LBO/PDU-session applicability projection).pDUSessionChargingInformation.userLocationinfo.utraLocation.sai.sac,DEPLOYMENT,T4N-R16 | T4N-R21,T4N-A55 | T4N-A70
FP-1546,T4-Nchf,Nchf ChargingDataRequest,ChargingDataRequest (LBO/PDU-session applicability projection).pDUSessionChargingInformation.userLocationinfo.utraLocation.lai.plmnId.mcc,DEPLOYMENT,T4N-R16 | T4N-R21,T4N-A55 | T4N-A70
FP-1547,T4-Nchf,Nchf ChargingDataRequest,ChargingDataRequest (LBO/PDU-session applicability projection).pDUSessionChargingInformation.userLocationinfo.utraLocation.lai.plmnId.mnc,DEPLOYMENT,T4N-R16 | T4N-R21,T4N-A55 | T4N-A70
FP-1548,T4-Nchf,Nchf ChargingDataRequest,ChargingDataRequest (LBO/PDU-session applicability projection).pDUSessionChargingInformation.userLocationinfo.utraLocation.lai.lac,DEPLOYMENT,T4N-R16 | T4N-R21,T4N-A55 | T4N-A70
FP-1549,T4-Nchf,Nchf ChargingDataRequest,ChargingDataRequest (LBO/PDU-session applicability projection).pDUSessionChargingInformation.userLocationinfo.utraLocation.rai.plmnId.mcc,DEPLOYMENT,T4N-R16 | T4N-R21,T4N-A55 | T4N-A70
FP-1550,T4-Nchf,Nchf ChargingDataRequest,ChargingDataRequest (LBO/PDU-session applicability projection).pDUSessionChargingInformation.userLocationinfo.utraLocation.rai.plmnId.mnc,DEPLOYMENT,T4N-R16 | T4N-R21,T4N-A55 | T4N-A70
FP-1551,T4-Nchf,Nchf ChargingDataRequest,ChargingDataRequest (LBO/PDU-session applicability projection).pDUSessionChargingInformation.userLocationinfo.utraLocation.rai.lac,DEPLOYMENT,T4N-R16 | T4N-R21,T4N-A55 | T4N-A70
FP-1552,T4-Nchf,Nchf ChargingDataRequest,ChargingDataRequest (LBO/PDU-session applicability projection).pDUSessionChargingInformation.userLocationinfo.utraLocation.rai.rac,DEPLOYMENT,T4N-R16 | T4N-R21,T4N-A55 | T4N-A70
FP-1553,T4-Nchf,Nchf ChargingDataRequest,ChargingDataRequest (LBO/PDU-session applicability projection).pDUSessionChargingInformation.userLocationinfo.utraLocation.ageOfLocationInformation,DEPLOYMENT,T4N-R16 | T4N-R21,T4N-A55 | T4N-A56 | T4N-A70
FP-1554,T4-Nchf,Nchf ChargingDataRequest,ChargingDataRequest (LBO/PDU-session applicability projection).pDUSessionChargingInformation.userLocationinfo.utraLocation.ueLocationTimestamp,DEPLOYMENT,T4N-R16 | T4N-R21,T4N-A55 | T4N-A56 | T4N-A70
FP-1555,T4-Nchf,Nchf ChargingDataRequest,ChargingDataRequest (LBO/PDU-session applicability projection).pDUSessionChargingInformation.userLocationinfo.utraLocation.geographicalInformation,DEPLOYMENT,T4N-R16 | T4N-R21,T4N-A55 | T4N-A70
FP-1556,T4-Nchf,Nchf ChargingDataRequest,ChargingDataRequest (LBO/PDU-session applicability projection).pDUSessionChargingInformation.userLocationinfo.utraLocation.geodeticInformation,DEPLOYMENT,T4N-R16 | T4N-R21,T4N-A55 | T4N-A70
FP-1557,T4-Nchf,Nchf ChargingDataRequest,ChargingDataRequest (LBO/PDU-session applicability projection).pDUSessionChargingInformation.userLocationinfo.geraLocation.locationNumber,DEPLOYMENT,T4N-R16 | T4N-R21,T4N-A55 | T4N-A70
FP-1558,T4-Nchf,Nchf ChargingDataRequest,ChargingDataRequest (LBO/PDU-session applicability projection).pDUSessionChargingInformation.userLocationinfo.geraLocation.cgi.plmnId.mcc,DEPLOYMENT,T4N-R16 | T4N-R21,T4N-A55 | T4N-A70
FP-1559,T4-Nchf,Nchf ChargingDataRequest,ChargingDataRequest (LBO/PDU-session applicability projection).pDUSessionChargingInformation.userLocationinfo.geraLocation.cgi.plmnId.mnc,DEPLOYMENT,T4N-R16 | T4N-R21,T4N-A55 | T4N-A70
FP-1560,T4-Nchf,Nchf ChargingDataRequest,ChargingDataRequest (LBO/PDU-session applicability projection).pDUSessionChargingInformation.userLocationinfo.geraLocation.cgi.lac,DEPLOYMENT,T4N-R16 | T4N-R21,T4N-A55 | T4N-A70
FP-1561,T4-Nchf,Nchf ChargingDataRequest,ChargingDataRequest (LBO/PDU-session applicability projection).pDUSessionChargingInformation.userLocationinfo.geraLocation.cgi.cellId,DEPLOYMENT,T4N-R16 | T4N-R21,T4N-A55 | T4N-A70
FP-1562,T4-Nchf,Nchf ChargingDataRequest,ChargingDataRequest (LBO/PDU-session applicability projection).pDUSessionChargingInformation.userLocationinfo.geraLocation.sai.plmnId.mcc,DEPLOYMENT,T4N-R16 | T4N-R21,T4N-A55 | T4N-A70
